Date	Time	Severity	Direction	Truck	Postmile
20051015	2000	Complaint of Pain	N	FALSE	15.329
20051016	1100	Visible Injury	N	FALSE	10.76
20051016	1145	Property Damage	N	FALSE	9.305
20051016	1645	Property Damage	N	FALSE	6.51
20051016	1822	Property Damage	N	FALSE	5.98
20051016	2343	Property Damage	N	FALSE	5.2
20051017	0812	Complaint of Pain	N	FALSE	15.65
20051017	0900	Property Damage	N	TRUE	10.21
20051017	0925	Property Damage	N	TRUE	22.154
20051017	1100	Property Damage	N	TRUE	10.07
20051017	1250	Property Damage	N	FALSE	21.73
20051017	1330	Property Damage	N	TRUE	7.728
20051017	1340	Property Damage	S	TRUE	21.84
20051017	1340	Complaint of Pain	S	TRUE	23.5
20051017	1340	Complaint of Pain	N	FALSE	13.93
20051018	0725	Property Damage	S	FALSE	18.313
20051018	0810	Property Damage	S	FALSE	9.4
20051018	0930	Property Damage	S	TRUE	19.67
20051018	0937	Property Damage	S	FALSE	19.892
20051018	1000	Property Damage	N	FALSE	14.761
20051018	2150	Property Damage	N	FALSE	15.15
20051019	0115	Severe Injury	S	TRUE	6.475
20051019	1250	Property Damage	N	TRUE	18.203
20051019	1600	Property Damage	S	TRUE	19.42
20051019	2330	Visible Injury	S	FALSE	24.05
20051020	0745	Property Damage	N	FALSE	9.22
20051020	0950	Property Damage	N	TRUE	23.134
20051020	1420	Property Damage	N	TRUE	23.134
20051021	0245	Property Damage	S	FALSE	15
20051021	1057	Property Damage	N	TRUE	19.35
20051021	1257	Property Damage	S	TRUE	16.17
20051021	1420	Property Damage	S	FALSE	23.67
20051021	1451	Property Damage	S	FALSE	19.2
20051021	1715	Property Damage	N	FALSE	18.35
20051021	1830	Property Damage	N	FALSE	15.899
20051021	2315	Property Damage	S	FALSE	19.92
20051021	2323	Property Damage	S	FALSE	15.907
20051022	0100	Severe Injury	N	FALSE	6.41
20051022	0235	Property Damage	S	FALSE	19.8
20051022	0240	Property Damage	N	FALSE	24.37
20051022	0300	Property Damage	S	FALSE	18.3
20051022	0305	Property Damage	S	FALSE	18.29
20051022	0310	Property Damage	S	FALSE	19.86
20051022	0555	Property Damage	N	TRUE	22.48
20051022	1007	Property Damage	N	FALSE	18.628
20051022	1215	Complaint of Pain	N	FALSE	16.15
20051023	0118	Property Damage	N	FALSE	9.43
20051023	1010	Complaint of Pain	N	FALSE	23.574
20051023	1045	Complaint of Pain	S	FALSE	9.44
20051023	1101	Visible Injury	N	FALSE	16.56
20051023	1115	Property Damage	N	FALSE	17.39
20051023	1120	Property Damage	S	FALSE	7.825
20051024	1141	Complaint of Pain	S	FALSE	11.861
20051024	1240	Property Damage	S	TRUE	13.07
20051024	1700	Property Damage	S	FALSE	21.82
20051024	1920	Visible Injury	S	TRUE	10.79
20051025	0600	Property Damage	S	TRUE	17.06
20051025	0635	Property Damage	S	FALSE	22.1
20051025	0636	Property Damage	S	FALSE	22.11
20051025	0637	Property Damage	S	FALSE	22.14
20051025	0640	Property Damage	S	FALSE	11.81
20051025	1320	Property Damage	N	TRUE	13.082
20051025	1345	Property Damage	N	TRUE	21.82
20051025	1530	Property Damage	N	TRUE	12.9
20051025	1920	Property Damage	N	FALSE	19.53
20051026	0640	Complaint of Pain	S	FALSE	14.46
20051026	0700	Property Damage	N	TRUE	26.28
20051026	0840	Property Damage	S	FALSE	14.05
20051026	0900	Property Damage	S	TRUE	13.17
20051026	0900	Property Damage	S	FALSE	13.07
20051026	0940	Complaint of Pain	N	TRUE	9.92
20051026	1210	Complaint of Pain	S	FALSE	19.93
20051026	1420	Property Damage	N	TRUE	21.81
20051027	0815	Complaint of Pain	N	TRUE	10.75
20051027	0830	Property Damage	S	FALSE	12.87
20051027	1120	Visible Injury	N	FALSE	19.79
20051027	1215	Property Damage	N	TRUE	16.75
20051027	1510	Property Damage	S	FALSE	22.55
20051027	1710	Property Damage	S	FALSE	12.031
20051027	1950	Property Damage	N	FALSE	23.134
20051027	1955	Visible Injury	S	FALSE	16.88
20051028	0206	Visible Injury	S	FALSE	23.14
20051028	0535	Property Damage	S	FALSE	24.28
20051028	0655	Property Damage	N	FALSE	25.22
20051028	0710	Property Damage	N	FALSE	7.82
20051028	0716	Property Damage	N	TRUE	22.16
20051028	0915	Property Damage	N	FALSE	21.95
20051028	1000	Property Damage	S	FALSE	19.567
20051028	1045	Property Damage	N	TRUE	21.96
20051028	1115	Property Damage	N	TRUE	6.79
20051028	1950	Complaint of Pain	S	FALSE	9.42
20051028	2015	Complaint of Pain	S	FALSE	18.25
20051029	0014	Complaint of Pain	N	FALSE	12.638
20051029	0155	Property Damage	S	FALSE	20.51
20051029	0440	Complaint of Pain	N	TRUE	18.22
20051029	0615	Property Damage	S	TRUE	20.48
20051029	1015	Property Damage	S	FALSE	7.825
20051029	1245	Property Damage	N	FALSE	18.73
20051030	0120	Property Damage	S	FALSE	12.96
20051030	1410	Property Damage	S	FALSE	15.489
20051030	1415	Property Damage	N	FALSE	6.81
20051030	1424	Property Damage	S	FALSE	24.44
20051030	1850	Property Damage	N	FALSE	15.03
20051031	0635	Complaint of Pain	S	FALSE	14.13
20051031	1647	Property Damage	S	FALSE	18.44
20051031	1730	Property Damage	S	FALSE	10.29
20051031	1755	Property Damage	S	FALSE	22.25
20051031	2355	Visible Injury	N	TRUE	13.082
20051101	0715	Property Damage	N	FALSE	5
20051101	0800	Property Damage	N	FALSE	19.65
20051101	1040	Visible Injury	S	FALSE	23.5
20051101	1115	Complaint of Pain	N	TRUE	21.72
20051101	1200	Complaint of Pain	N	FALSE	18.51
20051101	1210	Property Damage	N	FALSE	15.88
20051101	1840	Property Damage	S	FALSE	24.53
20051102	0030	Complaint of Pain	S	FALSE	9.625
20051102	0239	Property Damage	N	FALSE	5.057
20051102	0800	Property Damage	S	TRUE	23.11
20051102	1655	Property Damage	N	FALSE	23.17
20051102	2200	Complaint of Pain	S	FALSE	14.06
20051103	0730	Property Damage	N	FALSE	21.96
20051103	1005	Property Damage	N	TRUE	18.27
20051103	1130	Property Damage	N	TRUE	6.32
20051103	1415	Complaint of Pain	S	TRUE	32.11
20051103	1416	Property Damage	S	FALSE	31.67
20051103	2230	Property Damage	S	FALSE	12.031
20051103	2305	Severe Injury	N	TRUE	10.94
20051104	1000	Property Damage	S	TRUE	13.6
20051104	1650	Property Damage	N	FALSE	6.97
20051106	0100	Property Damage	S	FALSE	12.88
20051106	0120	Property Damage	N	FALSE	18.42
20051106	1035	Property Damage	S	FALSE	18.73
20051106	1140	Property Damage	N	FALSE	21.64
20051106	1200	Property Damage	N	FALSE	25.28
20051106	2200	Visible Injury	N	FALSE	17.52
20051107	0205	Property Damage	N	FALSE	16.93
20051107	1005	Visible Injury	S	TRUE	22.42
20051107	1130	Property Damage	S	FALSE	23.36
20051107	1750	Complaint of Pain	N	FALSE	12.78
20051107	2103	Property Damage	S	FALSE	20.98
20051107	2104	Fatal	S	FALSE	20.96
20051107	2107	Complaint of Pain	S	FALSE	20.94
20051107	2141	Complaint of Pain	N	FALSE	21.01
20051108	0810	Visible Injury	S	TRUE	23.707
20051108	1920	Property Damage	S	FALSE	19.892
20051108	2050	Property Damage	N	FALSE	26.461
20051109	0845	Property Damage	N	TRUE	12.638
20051109	1045	Complaint of Pain	S	TRUE	13.81
20051109	1222	Complaint of Pain	N	FALSE	15.9
20051109	1525	Property Damage	S	FALSE	15.489
20051109	1528	Property Damage	S	FALSE	7.825
20051110	0725	Property Damage	S	TRUE	20.85
20051110	0755	Property Damage	S	FALSE	21.04
20051110	0925	Visible Injury	N	FALSE	21.74
20051110	1930	Property Damage	S	TRUE	22.66
20051111	0555	Property Damage	S	FALSE	7.94
20051111	1050	Complaint of Pain	S	FALSE	15.438
20051111	1145	Property Damage	N	FALSE	7.88
20051111	1420	Property Damage	S	TRUE	17.1
20051111	1500	Property Damage	S	TRUE	23.12
20051111	1515	Property Damage	S	TRUE	22.67
20051111	1545	Complaint of Pain	N	TRUE	15.94
20051111	1840	Property Damage	N	FALSE	15.49
20051111	2330	Property Damage	N	FALSE	24.532
20051112	0150	Property Damage	N	FALSE	16.99
20051112	0305	Visible Injury	N	FALSE	9.42
20051112	0945	Property Damage	S	FALSE	24.32
20051112	1340	Complaint of Pain	N	FALSE	14.05
20051112	2100	Visible Injury	S	FALSE	7.89
20051113	0028	Property Damage	S	FALSE	24.16
20051113	0700	Property Damage	N	FALSE	5.522
20051113	1650	Property Damage	S	FALSE	18.663
20051113	1730	Complaint of Pain	N	TRUE	17.94
20051113	2115	Visible Injury	S	FALSE	9.92
20051113	2200	Property Damage	N	FALSE	6.212
20051114	0550	Property Damage	N	TRUE	22.154
20051114	0725	Complaint of Pain	N	FALSE	15.72
20051114	0750	Property Damage	N	FALSE	20.95
20051114	0817	Property Damage	S	FALSE	19.21
20051114	0935	Property Damage	N	FALSE	16.01
20051114	1015	Property Damage	N	FALSE	18.316
20051114	1230	Visible Injury	N	FALSE	21.89
20051114	1230	Property Damage	N	TRUE	21.81
20051114	1240	Complaint of Pain	N	FALSE	6.773
20051114	1253	Property Damage	N	FALSE	19.37
20051115	0740	Property Damage	S	TRUE	13.822
20051115	0815	Property Damage	N	TRUE	26.333
20051115	1125	Property Damage	S	TRUE	18.39
20051115	1150	Property Damage	N	FALSE	25.43
20051115	1155	Property Damage	S	FALSE	19.75
20051115	1800	Property Damage	N	FALSE	6.97
20051116	0555	Property Damage	N	FALSE	26.28
20051116	0610	Property Damage	N	FALSE	8.97
20051116	1710	Property Damage	N	TRUE	15.899
20051116	1730	Complaint of Pain	N	FALSE	6.98
20051116	1826	Property Damage	S	TRUE	23.34
20051116	1925	Property Damage	N	FALSE	12.88
20051116	1930	Property Damage	N	FALSE	9.723
20051116	2005	Complaint of Pain	S	FALSE	16.21
20051117	0345	Property Damage	S	TRUE	19.75
20051117	0715	Property Damage	N	FALSE	9.143
20051117	0800	Property Damage	N	FALSE	7.08
20051117	0900	Complaint of Pain	S	TRUE	16.15
20051117	0925	Property Damage	S	FALSE	13.339
20051117	1035	Property Damage	N	TRUE	9.306
20051117	1052	Fatal	N	FALSE	26.96
20051117	1508	Property Damage	S	FALSE	23.88
20051117	1734	Property Damage	S	TRUE	23.8
20051118	1150	Property Damage	S	FALSE	13.39
20051118	1250	Property Damage	S	FALSE	9.048
20051118	1719	Complaint of Pain	S	FALSE	16.94
20051118	2119	Fatal	S	FALSE	17.24
20051118	2228	Property Damage	S	FALSE	20.31
20051118	2240	Property Damage	S	TRUE	26.32
20051119	0345	Property Damage	S	FALSE	6.92
20051119	1100	Property Damage	N	FALSE	18.628
20051119	1525	Visible Injury	N	FALSE	14.14
20051120	0225	Visible Injury	N	FALSE	15.5
20051120	0635	Property Damage	S	FALSE	10.72
20051120	0645	Property Damage	N	FALSE	23.134
20051120	1215	Property Damage	S	TRUE	14.93
20051120	1840	Visible Injury	N	FALSE	13.91
20051120	2245	Complaint of Pain	N	FALSE	13.37
20051121	0510	Property Damage	N	FALSE	25.19
20051121	1005	Complaint of Pain	S	TRUE	7.69
20051121	2130	Property Damage	S	FALSE	21.82
20051122	0805	Property Damage	S	TRUE	9.81
20051122	0845	Property Damage	S	FALSE	20.99
20051122	1500	Property Damage	S	TRUE	6.48
20051122	1510	Property Damage	S	FALSE	12.156
20051122	1540	Complaint of Pain	S	FALSE	12.681
20051122	1615	Property Damage	N	FALSE	15.65
20051122	1629	Visible Injury	N	TRUE	9.54
20051122	1630	Complaint of Pain	N	FALSE	9.49
20051122	2047	Property Damage	N	FALSE	7.02
20051123	0226	Visible Injury	N	FALSE	16.75
20051123	0622	Property Damage	S	FALSE	24.31
20051123	0805	Property Damage	S	FALSE	9.4
20051123	0853	Property Damage	S	FALSE	12.156
20051123	0930	Property Damage	S	FALSE	18.313
20051123	0930	Property Damage	N	FALSE	22.95
20051123	1035	Property Damage	S	FALSE	12.07
20051123	1525	Complaint of Pain	N	TRUE	22.67
20051123	1900	Property Damage	N	TRUE	18.04
20051124	0340	Visible Injury	S	FALSE	9.51
20051124	0730	Property Damage	N	FALSE	9.305
20051124	1650	Property Damage	N	FALSE	17.113
20051124	1651	Property Damage	N	FALSE	17.193
20051125	1040	Property Damage	S	FALSE	20.98
20051125	1210	Property Damage	S	TRUE	21.9
20051125	1300	Property Damage	S	TRUE	13.23
20051125	1300	Visible Injury	N	FALSE	14.99
20051125	1315	Property Damage	S	FALSE	9.625
20051125	1545	Property Damage	S	FALSE	9.07
20051125	1910	Property Damage	S	FALSE	19.88
20051126	0210	Severe Injury	S	FALSE	11.001
20051126	0445	Visible Injury	S	FALSE	18.85
20051126	1000	Property Damage	N	FALSE	23.34
20051126	1001	Property Damage	N	FALSE	23.26
20051126	2325	Visible Injury	S	FALSE	20.55
20051127	0345	Visible Injury	S	FALSE	15.489
20051127	0530	Property Damage	N	FALSE	8.19
20051127	0605	Property Damage	N	FALSE	11.91
20051127	1220	Property Damage	S	FALSE	23.73
20051127	1705	Complaint of Pain	S	FALSE	14.04
20051127	1707	Property Damage	S	FALSE	14.25
20051127	1708	Property Damage	S	FALSE	14.35
20051128	0911	Property Damage	N	FALSE	18.36
20051128	1015	Property Damage	N	TRUE	22.49
20051128	1315	Property Damage	S	FALSE	7.79
20051128	1615	Property Damage	S	FALSE	23.75
20051128	1705	Property Damage	N	FALSE	6.36
20051128	1730	Property Damage	N	TRUE	13.76
20051129	0135	Property Damage	N	TRUE	22.068
20051129	1230	Property Damage	S	TRUE	14.95
20051129	1240	Property Damage	N	TRUE	14.94
20051129	1520	Property Damage	S	FALSE	19.75
20051129	1635	Property Damage	N	TRUE	25.42
20051129	1710	Property Damage	N	FALSE	24.532
20051129	1930	Property Damage	S	TRUE	13.57
20051130	0612	Visible Injury	N	FALSE	17.19
20051130	0740	Property Damage	S	FALSE	13.66
20051130	1830	Property Damage	S	TRUE	23.89
20051201	1405	Property Damage	S	FALSE	17.47
20051201	1510	Property Damage	N	FALSE	15.441
20051201	1715	Property Damage	N	FALSE	24.532
20051201	2205	Property Damage	N	TRUE	13.66
20051202	0700	Property Damage	N	FALSE	27.12
20051202	0927	Property Damage	N	TRUE	25.348
20051202	1520	Property Damage	N	TRUE	19.53
20051202	1743	Property Damage	S	FALSE	11.92
20051202	2015	Complaint of Pain	S	FALSE	26.52
20051202	2140	Complaint of Pain	S	FALSE	19.92
20051202	2242	Property Damage	N	FALSE	16.862
20051203	0346	Property Damage	N	FALSE	26.44
20051204	0010	Property Damage	S	FALSE	13.05
20051204	1030	Property Damage	S	TRUE	22.498
20051205	0630	Property Damage	N	TRUE	18.64
20051205	0835	Property Damage	N	TRUE	13.91
20051205	1020	Property Damage	N	FALSE	26.46
20051205	1758	Property Damage	N	FALSE	21.89
20051205	1800	Property Damage	N	TRUE	24.52
20051205	2135	Property Damage	S	FALSE	12.88
20051206	0600	Property Damage	N	FALSE	22.94
20051206	1035	Property Damage	S	FALSE	22.59
20051206	1610	Property Damage	S	FALSE	8.055
20051206	1715	Property Damage	N	FALSE	22.25
20051206	1820	Property Damage	S	TRUE	18.54
20051206	1830	Property Damage	S	TRUE	23.87
20051207	0826	Visible Injury	N	FALSE	23.08
20051207	1300	Complaint of Pain	N	FALSE	6.89
20051207	1525	Property Damage	S	TRUE	17.62
20051207	1600	Property Damage	S	FALSE	20.03
20051207	1730	Property Damage	S	TRUE	23.67
20051208	0005	Property Damage	N	FALSE	16.862
20051208	0520	Property Damage	S	FALSE	9.92
20051208	0640	Property Damage	N	FALSE	26.28
20051208	1155	Property Damage	S	FALSE	18.54
20051208	1228	Property Damage	S	FALSE	24.43
20051208	1510	Property Damage	N	TRUE	12.04
20051209	0132	Severe Injury	N	TRUE	10.8
20051209	0550	Property Damage	S	FALSE	16.88
20051209	0720	Property Damage	N	FALSE	16.59
20051209	0726	Property Damage	N	FALSE	23.17
20051209	0746	Visible Injury	S	FALSE	24.709
20051209	1237	Complaint of Pain	S	TRUE	24.48
20051209	1330	Visible Injury	N	FALSE	16.89
20051209	1330	Property Damage	S	TRUE	23.11
20051209	1400	Property Damage	N	TRUE	11.75
20051209	1415	Property Damage	S	TRUE	25.52
20051209	1730	Property Damage	S	TRUE	9.17
20051210	0830	Property Damage	S	FALSE	21.79
20051211	1040	Visible Injury	S	FALSE	13.09
20051211	1105	Property Damage	S	FALSE	14.04
20051211	1605	Property Damage	N	FALSE	23.134
20051211	1720	Complaint of Pain	N	FALSE	23.134
20051212	0440	Visible Injury	N	FALSE	11.92
20051212	0600	Property Damage	N	FALSE	19.881
20051212	0744	Property Damage	S	FALSE	24.71
20051212	0800	Property Damage	N	FALSE	6.97
20051212	1230	Property Damage	S	FALSE	19.46
20051212	1350	Complaint of Pain	S	TRUE	10.92
20051212	1415	Complaint of Pain	N	TRUE	17.15
20051212	1510	Property Damage	S	FALSE	12.03
20051212	1540	Property Damage	S	FALSE	16.52
20051212	1624	Property Damage	N	TRUE	25.37
20051212	1710	Property Damage	S	FALSE	22.56
20051212	1730	Property Damage	N	TRUE	22.154
20051212	1825	Property Damage	S	TRUE	21.05
20051213	1421	Complaint of Pain	N	FALSE	26.333
20051213	1433	Property Damage	N	FALSE	25.62
20051213	1510	Property Damage	S	TRUE	19.8
20051213	1800	Visible Injury	N	TRUE	7.73
20051213	1850	Property Damage	N	FALSE	6.9
20051213	1850	Complaint of Pain	S	FALSE	12.97
20051214	0854	Property Damage	N	FALSE	7.811
20051214	1455	Complaint of Pain	S	FALSE	11.001
20051214	1550	Property Damage	S	FALSE	8.08
20051214	1600	Property Damage	N	TRUE	25.88
20051214	1745	Property Damage	N	FALSE	6.84
20051214	1805	Property Damage	N	TRUE	15.9
20051215	0630	Property Damage	N	FALSE	18.54
20051215	0855	Property Damage	S	FALSE	8.09
20051215	1100	Property Damage	N	FALSE	18.553
20051215	1130	Property Damage	S	TRUE	15.489
20051215	1730	Property Damage	N	FALSE	7.87
20051215	1830	Property Damage	S	FALSE	22.77
20051215	2150	Property Damage	N	FALSE	22.5
20051216	0815	Property Damage	S	TRUE	13.14
20051216	0840	Property Damage	S	FALSE	8.87
20051216	1200	Complaint of Pain	N	FALSE	26.333
20051216	1215	Property Damage	N	TRUE	8.19
20051216	1250	Property Damage	N	FALSE	6.98
20051216	1344	Complaint of Pain	N	TRUE	17.19
20051216	1620	Property Damage	S	FALSE	12.769
20051216	1825	Property Damage	N	FALSE	21.07
20051216	1925	Property Damage	S	FALSE	18.34
20051217	0230	Property Damage	S	FALSE	18.196
20051217	0712	Visible Injury	S	TRUE	6.94
20051217	1000	Property Damage	S	FALSE	9.408
20051217	1250	Property Damage	S	FALSE	9.624
20051217	1431	Property Damage	S	FALSE	26.445
20051217	1815	Visible Injury	S	FALSE	18.25
20051217	1910	Property Damage	N	FALSE	17.46
20051217	2145	Property Damage	N	FALSE	23.574
20051218	0330	Fatal	S	FALSE	24.04
20051218	1610	Fatal	N	FALSE	16.89
20051218	1810	Complaint of Pain	N	FALSE	23.11
20051219	1225	Property Damage	S	FALSE	10.27
20051219	1249	Property Damage	N	FALSE	15.72
20051219	1304	Property Damage	N	TRUE	4.96
20051220	0830	Complaint of Pain	N	FALSE	20.11
20051221	0620	Property Damage	N	FALSE	10.44
20051221	0905	Visible Injury	S	FALSE	16.27
20051221	0955	Complaint of Pain	S	TRUE	18.31
20051221	1100	Property Damage	S	FALSE	23.9
20051221	1225	Property Damage	N	TRUE	21.83
20051221	1355	Property Damage	S	TRUE	23.48
20051221	1630	Property Damage	N	TRUE	16.57
20051221	1735	Property Damage	N	TRUE	15.79
20051221	1750	Property Damage	N	TRUE	7.94
20051222	0230	Property Damage	S	FALSE	26.868
20051222	0255	Property Damage	N	FALSE	16.863
20051222	0706	Property Damage	S	FALSE	20.023
20051222	0915	Property Damage	N	FALSE	27.37
20051222	1445	Property Damage	S	FALSE	7.825
20051222	1455	Property Damage	S	FALSE	24.49
20051222	1500	Property Damage	S	FALSE	25.19
20051222	1515	Property Damage	S	FALSE	23.81
20051222	1600	Complaint of Pain	S	FALSE	22.77
20051222	2130	Fatal	S	FALSE	13.9
20051222	2319	Property Damage	N	FALSE	18.316
20051223	0220	Property Damage	N	FALSE	26.461
20051223	0300	Property Damage	S	TRUE	15.12
20051223	0500	Property Damage	N	FALSE	26.173
20051223	0525	Property Damage	S	FALSE	10.07
20051223	1915	Property Damage	S	FALSE	16.004
20051223	2025	Property Damage	N	FALSE	24.33
20051224	0224	Visible Injury	N	FALSE	5.98
20051224	0230	Property Damage	S	FALSE	21.96
20051224	1127	Property Damage	S	FALSE	17.37
20051225	0205	Property Damage	N	FALSE	17.89
20051225	0206	Property Damage	N	FALSE	17.89
20051226	1000	Property Damage	N	FALSE	9.305
20051226	2120	Property Damage	S	FALSE	25.3
20051226	2146	Visible Injury	S	FALSE	5.95
20051227	1800	Property Damage	S	FALSE	20.47
20051228	1500	Property Damage	N	FALSE	16.95
20051228	1715	Property Damage	N	FALSE	23.11
20051228	2120	Property Damage	S	FALSE	7.92
20051229	0105	Property Damage	N	FALSE	17.12
20051229	1100	Property Damage	N	FALSE	21.22
20051229	1130	Fatal	S	FALSE	13.43
20051229	1145	Property Damage	S	TRUE	18.6
20051229	1150	Property Damage	S	FALSE	19.68
20051229	1355	Property Damage	S	FALSE	17.09
20051229	1440	Property Damage	S	FALSE	17.18
20051229	1530	Property Damage	S	FALSE	8.055
20051230	0150	Complaint of Pain	S	FALSE	19.29
20051230	1748	Complaint of Pain	S	FALSE	20.63
20051230	2001	Property Damage	N	FALSE	18.203
20051230	2215	Visible Injury	N	FALSE	17.54
20051230	2220	Visible Injury	S	FALSE	13.339
20051231	1340	Property Damage	S	FALSE	14.87
20051231	1350	Property Damage	S	FALSE	21.06
20051231	1351	Property Damage	S	TRUE	21.06
20051231	1405	Complaint of Pain	S	FALSE	14.88
20051231	1405	Visible Injury	N	FALSE	20.26
20051231	1440	Property Damage	N	FALSE	17.72
20051231	1450	Complaint of Pain	N	FALSE	22.31
20051231	1530	Property Damage	S	FALSE	21.72
20051231	1745	Complaint of Pain	N	FALSE	9.595
20060101	0045	Property Damage	S	FALSE	18.28
20060101	0255	Property Damage	S	FALSE	14.691
20060101	0319	Property Damage	S	FALSE	15.489
20060101	0320	Property Damage	S	FALSE	15.489
20060101	0321	Complaint of Pain	S	FALSE	15.199
20060101	0700	Property Damage	N	FALSE	10.94
20060101	1600	Property Damage	N	FALSE	20.31
20060101	2252	Property Damage	S	FALSE	26.527
20060102	0750	Property Damage	N	FALSE	13.63
20060102	0819	Property Damage	S	FALSE	21.01
20060102	0845	Property Damage	N	FALSE	17.51
20060102	0930	Property Damage	N	FALSE	10.73
20060102	0940	Property Damage	N	FALSE	10.74
20060102	1000	Property Damage	N	FALSE	10.74
20060102	1005	Complaint of Pain	N	FALSE	17.76
20060102	1040	Property Damage	N	TRUE	20.31
20060102	1315	Property Damage	N	FALSE	16.863
20060102	1350	Property Damage	S	FALSE	23.39
20060102	1640	Property Damage	N	FALSE	23.134
20060103	0315	Visible Injury	N	FALSE	8
20060103	0418	Complaint of Pain	S	FALSE	14.691
20060103	1400	Property Damage	N	FALSE	7.811
20060103	1420	Property Damage	S	FALSE	13.05
20060103	1510	Property Damage	S	TRUE	6.273
20060103	1515	Property Damage	N	TRUE	10.33
20060103	1545	Property Damage	N	FALSE	21.83
20060103	1845	Property Damage	S	FALSE	18.64
20060103	2105	Property Damage	N	FALSE	19.3
20060104	0815	Property Damage	S	FALSE	9.624
20060104	1320	Property Damage	S	FALSE	10.94
20060104	1345	Property Damage	N	FALSE	7.93
20060104	1600	Property Damage	N	FALSE	12.79
20060104	1800	Complaint of Pain	N	FALSE	7.81
20060104	2240	Property Damage	S	FALSE	16.91
20060105	0550	Property Damage	S	TRUE	22.56
20060105	0735	Property Damage	S	FALSE	19.96
20060105	0810	Property Damage	N	FALSE	26.461
20060105	0826	Complaint of Pain	N	TRUE	18.76
20060105	0900	Property Damage	S	FALSE	9.408
20060105	1030	Property Damage	S	TRUE	21.932
20060105	2223	Fatal	S	TRUE	21.44
20060106	0330	Property Damage	S	FALSE	26.93
20060106	0650	Property Damage	S	FALSE	22.063
20060106	1330	Property Damage	N	TRUE	8.14
20060106	1430	Property Damage	N	TRUE	25.24
20060106	1525	Property Damage	N	FALSE	6.88
20060106	1630	Property Damage	S	FALSE	14.08
20060107	0220	Property Damage	N	FALSE	19.78
20060107	0740	Property Damage	N	TRUE	6.476
20060107	1130	Property Damage	N	TRUE	24.47
20060108	0159	Complaint of Pain	N	FALSE	6.2
20060108	1010	Property Damage	S	FALSE	17.08
20060109	1430	Severe Injury	N	TRUE	14.01
20060109	1545	Complaint of Pain	N	FALSE	8.97
20060109	1635	Complaint of Pain	S	FALSE	9.39
20060109	1715	Complaint of Pain	N	TRUE	13.082
20060109	2015	Property Damage	S	FALSE	15.489
20060110	0750	Complaint of Pain	S	FALSE	32.2
20060110	0800	Property Damage	S	TRUE	12.77
20060110	0855	Visible Injury	N	FALSE	9.306
20060110	0930	Complaint of Pain	N	FALSE	21.77
20060110	1000	Property Damage	S	TRUE	21.83
20060110	1355	Property Damage	S	FALSE	26.55
20060110	1440	Complaint of Pain	N	FALSE	7.79
20060110	1505	Severe Injury	S	TRUE	7.79
20060110	1528	Property Damage	S	TRUE	9.27
20060110	1740	Complaint of Pain	N	FALSE	23.1
20060111	0035	Severe Injury	N	FALSE	13.69
20060111	0320	Property Damage	S	FALSE	15.437
20060111	0510	Property Damage	S	TRUE	19.74
20060111	1730	Property Damage	N	FALSE	12.1
20060111	2200	Property Damage	N	FALSE	15.15
20060111	2210	Property Damage	S	TRUE	6.78
20060111	2300	Property Damage	S	FALSE	13.56
20060112	0520	Complaint of Pain	S	FALSE	14.01
20060112	1445	Property Damage	N	TRUE	25.41
20060112	1730	Property Damage	S	FALSE	25.027
20060113	1445	Property Damage	N	FALSE	23.16
20060113	1555	Property Damage	N	FALSE	11.819
20060113	1640	Complaint of Pain	S	FALSE	9.41
20060113	1645	Property Damage	N	FALSE	18.53
20060113	1646	Property Damage	N	FALSE	18.55
20060113	1649	Severe Injury	S	FALSE	24.46
20060114	0050	Property Damage	S	FALSE	18.42
20060114	0325	Property Damage	S	FALSE	19.38
20060114	0630	Property Damage	N	TRUE	20.45
20060114	1110	Property Damage	S	FALSE	24.16
20060114	1110	Property Damage	S	FALSE	19.567
20060114	2130	Visible Injury	N	FALSE	14.43
20060114	2135	Visible Injury	N	FALSE	9.595
20060115	0150	Property Damage	S	FALSE	19.568
20060115	1043	Complaint of Pain	S	FALSE	17.02
20060115	1450	Property Damage	N	FALSE	9.305
20060115	1500	Property Damage	N	FALSE	6.98
20060115	1650	Visible Injury	S	FALSE	15.437
20060115	1940	Visible Injury	N	FALSE	16.8
20060115	2020	Property Damage	S	FALSE	11.71
20060115	2022	Severe Injury	S	FALSE	11.71
20060116	1350	Complaint of Pain	N	FALSE	22.56
20060116	1350	Visible Injury	S	TRUE	16.92
20060116	1530	Property Damage	N	FALSE	20.95
20060116	1545	Property Damage	N	TRUE	23.134
20060116	1614	Property Damage	S	FALSE	12.871
20060116	2005	Property Damage	S	FALSE	14.35
20060117	0940	Property Damage	N	FALSE	20.97
20060117	1420	Property Damage	N	TRUE	9.61
20060117	1855	Property Damage	N	FALSE	26.18
20060117	2315	Complaint of Pain	S	FALSE	16.28
20060118	0805	Property Damage	S	FALSE	13.69
20060118	1804	Property Damage	S	TRUE	23.8
20060118	2245	Property Damage	S	FALSE	9.51
20060119	0111	Fatal	N	TRUE	13.52
20060119	2053	Property Damage	S	FALSE	22.02
20060119	2225	Property Damage	N	FALSE	25.41
20060120	0840	Property Damage	N	TRUE	15.79
20060120	2328	Property Damage	N	FALSE	9.51
20060121	0205	Complaint of Pain	N	FALSE	16.88
20060121	0245	Property Damage	N	FALSE	19.946
