Date	Time	Severity	Direction	Truck
20051011	1510	Property Damage	N	TRUE
20051011	1740	Property Damage	S	TRUE
20051011	1800	Property Damage	N	TRUE
20051011	1810	Property Damage	N	FALSE
20051012	0704	Severe Injury	S	FALSE
20051012	0830	Property Damage	N	FALSE
20051012	1050	Property Damage	N	FALSE
20051012	1050	Property Damage	N	FALSE
20051012	1129	Property Damage	S	FALSE
20051012	1210	Severe Injury	S	FALSE
20051012	1625	Property Damage	N	FALSE
20051012	1630	Property Damage	S	FALSE
20051012	1715	Property Damage	S	FALSE
20051012	1900	Property Damage	N	FALSE
20051013	0150	Property Damage	S	FALSE
20051013	0400	Property Damage	S	TRUE
20051013	0620	Property Damage	N	TRUE
20051013	0840	Property Damage	N	TRUE
20051013	1935	Property Damage	S	FALSE
20051014	0758	Property Damage	S	TRUE
20051014	1355	Property Damage	N	FALSE
20051014	1451	Property Damage	S	FALSE
20051014	1500	Complaint of Pain	N	FALSE
20051014	1600	Property Damage	N	TRUE
20051014	1640	Property Damage	N	FALSE
20051014	1805	Property Damage	S	FALSE
20051014	1915	Property Damage	S	TRUE
20051014	1945	Property Damage	S	FALSE
20051014	2100	Property Damage	N	FALSE
20051015	0030	Property Damage	N	FALSE
20051015	0127	Property Damage	N	FALSE
20051015	0155	Property Damage	S	FALSE
20051015	0403	Visible Injury	S	FALSE
20051015	0405	Complaint of Pain	S	FALSE
20051015	1128	Property Damage	N	TRUE
20051015	1130	Complaint of Pain	N	FALSE
20051015	1247	Visible Injury	S	FALSE
20051015	1555	Property Damage	N	FALSE
20051015	1824	Property Damage	N	FALSE
20051015	1825	Property Damage	N	FALSE
20051015	1900	Complaint of Pain	N	FALSE
20051015	2000	Complaint of Pain	N	FALSE
20051016	1100	Visible Injury	N	FALSE
20051016	1145	Property Damage	N	FALSE
20051016	1645	Property Damage	N	FALSE
20051016	1822	Property Damage	N	FALSE
20051016	2343	Property Damage	N	FALSE
20051017	0812	Complaint of Pain	N	FALSE
20051017	0900	Property Damage	N	TRUE
20051017	0925	Property Damage	N	TRUE
20051017	1100	Property Damage	N	TRUE
20051017	1250	Property Damage	N	FALSE
20051017	1330	Property Damage	N	TRUE
20051017	1340	Property Damage	S	TRUE
20051017	1340	Complaint of Pain	S	TRUE
20051017	1340	Complaint of Pain	N	FALSE
20051018	0725	Property Damage	S	FALSE
20051018	0810	Property Damage	S	FALSE
20051018	0930	Property Damage	S	TRUE
20051018	0937	Property Damage	S	FALSE
20051018	1000	Property Damage	N	FALSE
20051018	2150	Property Damage	N	FALSE
20051019	0115	Severe Injury	S	TRUE
20051019	1250	Property Damage	N	TRUE
20051019	1600	Property Damage	S	TRUE
20051019	2330	Visible Injury	S	FALSE
20051020	0745	Property Damage	N	FALSE
20051020	0950	Property Damage	N	TRUE
20051020	1420	Property Damage	N	TRUE
20051021	0245	Property Damage	S	FALSE
20051021	1057	Property Damage	N	TRUE
20051021	1257	Property Damage	S	TRUE
20051021	1420	Property Damage	S	FALSE
20051021	1451	Property Damage	S	FALSE
20051021	1715	Property Damage	N	FALSE
20051021	1830	Property Damage	N	FALSE
20051021	2315	Property Damage	S	FALSE
20051021	2323	Property Damage	S	FALSE
20051022	0100	Severe Injury	N	FALSE
20051022	0235	Property Damage	S	FALSE
20051022	0240	Property Damage	N	FALSE
20051022	0300	Property Damage	S	FALSE
20051022	0305	Property Damage	S	FALSE
20051022	0310	Property Damage	S	FALSE
20051022	0555	Property Damage	N	TRUE
20051022	1007	Property Damage	N	FALSE
20051022	1215	Complaint of Pain	N	FALSE
20051023	0118	Property Damage	N	FALSE
20051023	1010	Complaint of Pain	N	FALSE
20051023	1045	Complaint of Pain	S	FALSE
20051023	1101	Visible Injury	N	FALSE
20051023	1115	Property Damage	N	FALSE
20051023	1120	Property Damage	S	FALSE
20051024	1141	Complaint of Pain	S	FALSE
20051024	1240	Property Damage	S	TRUE
20051024	1700	Property Damage	S	FALSE
20051024	1920	Visible Injury	S	TRUE
20051025	0600	Property Damage	S	TRUE
20051025	0635	Property Damage	S	FALSE
20051025	0636	Property Damage	S	FALSE
20051025	0637	Property Damage	S	FALSE
20051025	0640	Property Damage	S	FALSE
20051025	1320	Property Damage	N	TRUE
20051025	1345	Property Damage	N	TRUE
20051025	1530	Property Damage	N	TRUE
20051025	1920	Property Damage	N	FALSE
20051026	0640	Complaint of Pain	S	FALSE
20051026	0700	Property Damage	N	TRUE
20051026	0840	Property Damage	S	FALSE
20051026	0900	Property Damage	S	TRUE
20051026	0900	Property Damage	S	FALSE
20051026	0940	Complaint of Pain	N	TRUE
20051026	1210	Complaint of Pain	S	FALSE
20051026	1420	Property Damage	N	TRUE
20051027	0815	Complaint of Pain	N	TRUE
20051027	0830	Property Damage	S	FALSE
20051027	1120	Visible Injury	N	FALSE
20051027	1215	Property Damage	N	TRUE
20051027	1510	Property Damage	S	FALSE
20051027	1710	Property Damage	S	FALSE
20051027	1950	Property Damage	N	FALSE
20051027	1955	Visible Injury	S	FALSE
20051028	0206	Visible Injury	S	FALSE
20051028	0535	Property Damage	S	FALSE
20051028	0655	Property Damage	N	FALSE
20051028	0710	Property Damage	N	FALSE
20051028	0716	Property Damage	N	TRUE
20051028	0915	Property Damage	N	FALSE
20051028	1000	Property Damage	S	FALSE
20051028	1045	Property Damage	N	TRUE
20051028	1115	Property Damage	N	TRUE
20051028	1950	Complaint of Pain	S	FALSE
20051028	2015	Complaint of Pain	S	FALSE
20051029	0014	Complaint of Pain	N	FALSE
20051029	0155	Property Damage	S	FALSE
20051029	0440	Complaint of Pain	N	TRUE
20051029	0615	Property Damage	S	TRUE
20051029	1015	Property Damage	S	FALSE
20051029	1245	Property Damage	N	FALSE
20051030	0120	Property Damage	S	FALSE
20051030	1410	Property Damage	S	FALSE
20051030	1415	Property Damage	N	FALSE
20051030	1424	Property Damage	S	FALSE
20051030	1850	Property Damage	N	FALSE
20051031	0635	Complaint of Pain	S	FALSE
20051031	1647	Property Damage	S	FALSE
20051031	1730	Property Damage	S	FALSE
20051031	1755	Property Damage	S	FALSE
20051031	2355	Visible Injury	N	TRUE
20051101	0715	Property Damage	N	FALSE
20051101	0800	Property Damage	N	FALSE
20051101	1040	Visible Injury	S	FALSE
20051101	1115	Complaint of Pain	N	TRUE
20051101	1200	Complaint of Pain	N	FALSE
20051101	1210	Property Damage	N	FALSE
20051101	1840	Property Damage	S	FALSE
20051102	0030	Complaint of Pain	S	FALSE
20051102	0239	Property Damage	N	FALSE
20051102	0800	Property Damage	S	TRUE
20051102	1655	Property Damage	N	FALSE
20051102	2200	Complaint of Pain	S	FALSE
20051103	0730	Property Damage	N	FALSE
20051103	1005	Property Damage	N	TRUE
20051103	1130	Property Damage	N	TRUE
20051103	1415	Complaint of Pain	S	TRUE
20051103	1416	Property Damage	S	FALSE
20051103	2230	Property Damage	S	FALSE
20051103	2305	Severe Injury	N	TRUE
20051104	1000	Property Damage	S	TRUE
20051104	1650	Property Damage	N	FALSE
20051106	0100	Property Damage	S	FALSE
20051106	0120	Property Damage	N	FALSE
20051106	1035	Property Damage	S	FALSE
20051106	1140	Property Damage	N	FALSE
20051106	1200	Property Damage	N	FALSE
20051106	2200	Visible Injury	N	FALSE
20051107	0205	Property Damage	N	FALSE
20051107	1005	Visible Injury	S	TRUE
20051107	1130	Property Damage	S	FALSE
20051107	1750	Complaint of Pain	N	FALSE
20051107	2103	Property Damage	S	FALSE
20051107	2104	Fatal	S	FALSE
20051107	2107	Complaint of Pain	S	FALSE
20051107	2141	Complaint of Pain	N	FALSE
20051108	0810	Visible Injury	S	TRUE
20051108	1920	Property Damage	S	FALSE
20051108	2050	Property Damage	N	FALSE
20051109	0845	Property Damage	N	TRUE
20051109	1045	Complaint of Pain	S	TRUE
20051109	1222	Complaint of Pain	N	FALSE
20051109	1525	Property Damage	S	FALSE
20051109	1528	Property Damage	S	FALSE
20051110	0725	Property Damage	S	TRUE
20051110	0755	Property Damage	S	FALSE
20051110	0925	Visible Injury	N	FALSE
20051110	1930	Property Damage	S	TRUE
20051111	0555	Property Damage	S	FALSE
20051111	1050	Complaint of Pain	S	FALSE
20051111	1145	Property Damage	N	FALSE
20051111	1420	Property Damage	S	TRUE
20051111	1500	Property Damage	S	TRUE
20051111	1515	Property Damage	S	TRUE
20051111	1545	Complaint of Pain	N	TRUE
20051111	1840	Property Damage	N	FALSE
20051111	2330	Property Damage	N	FALSE
20051112	0150	Property Damage	N	FALSE
20051112	0305	Visible Injury	N	FALSE
20051112	0945	Property Damage	S	FALSE
20051112	1340	Complaint of Pain	N	FALSE
20051112	2100	Visible Injury	S	FALSE
20051113	0028	Property Damage	S	FALSE
20051113	0700	Property Damage	N	FALSE
20051113	1650	Property Damage	S	FALSE
20051113	1730	Complaint of Pain	N	TRUE
20051113	2115	Visible Injury	S	FALSE
20051113	2200	Property Damage	N	FALSE
20051114	0550	Property Damage	N	TRUE
20051114	0725	Complaint of Pain	N	FALSE
20051114	0750	Property Damage	N	FALSE
20051114	0817	Property Damage	S	FALSE
20051114	0935	Property Damage	N	FALSE
20051114	1015	Property Damage	N	FALSE
20051114	1230	Visible Injury	N	FALSE
20051114	1230	Property Damage	N	TRUE
20051114	1240	Complaint of Pain	N	FALSE
20051114	1253	Property Damage	N	FALSE
20051115	0740	Property Damage	S	TRUE
20051115	0815	Property Damage	N	TRUE
20051115	1125	Property Damage	S	TRUE
20051115	1150	Property Damage	N	FALSE
20051115	1155	Property Damage	S	FALSE
20051115	1800	Property Damage	N	FALSE
20051116	0555	Property Damage	N	FALSE
20051116	0610	Property Damage	N	FALSE
20051116	1710	Property Damage	N	TRUE
20051116	1730	Complaint of Pain	N	FALSE
20051116	1826	Property Damage	S	TRUE
20051116	1925	Property Damage	N	FALSE
20051116	1930	Property Damage	N	FALSE
20051116	2005	Complaint of Pain	S	FALSE
20051117	0345	Property Damage	S	TRUE
20051117	0715	Property Damage	N	FALSE
20051117	0800	Property Damage	N	FALSE
20051117	0900	Complaint of Pain	S	TRUE
20051117	0925	Property Damage	S	FALSE
20051117	1035	Property Damage	N	TRUE
20051117	1052	Fatal	N	FALSE
20051117	1508	Property Damage	S	FALSE
20051117	1734	Property Damage	S	TRUE
20051118	1150	Property Damage	S	FALSE
20051118	1250	Property Damage	S	FALSE
20051118	1719	Complaint of Pain	S	FALSE
20051118	2119	Fatal	S	FALSE
20051118	2228	Property Damage	S	FALSE
20051118	2240	Property Damage	S	TRUE
20051119	0345	Property Damage	S	FALSE
20051119	1100	Property Damage	N	FALSE
20051119	1525	Visible Injury	N	FALSE
20051120	0225	Visible Injury	N	FALSE
20051120	0635	Property Damage	S	FALSE
20051120	0645	Property Damage	N	FALSE
20051120	1215	Property Damage	S	TRUE
20051120	1840	Visible Injury	N	FALSE
20051120	2245	Complaint of Pain	N	FALSE
20051121	0510	Property Damage	N	FALSE
20051121	1005	Complaint of Pain	S	TRUE
20051121	2130	Property Damage	S	FALSE
20051122	0805	Property Damage	S	TRUE
20051122	0845	Property Damage	S	FALSE
20051122	1500	Property Damage	S	TRUE
20051122	1510	Property Damage	S	FALSE
20051122	1540	Complaint of Pain	S	FALSE
20051122	1615	Property Damage	N	FALSE
20051122	1629	Visible Injury	N	TRUE
20051122	1630	Complaint of Pain	N	FALSE
20051122	2047	Property Damage	N	FALSE
20051123	0226	Visible Injury	N	FALSE
20051123	0622	Property Damage	S	FALSE
20051123	0805	Property Damage	S	FALSE
20051123	0853	Property Damage	S	FALSE
20051123	0930	Property Damage	S	FALSE
20051123	0930	Property Damage	N	FALSE
20051123	1035	Property Damage	S	FALSE
20051123	1525	Complaint of Pain	N	TRUE
20051123	1900	Property Damage	N	TRUE
20051124	0340	Visible Injury	S	FALSE
20051124	0730	Property Damage	N	FALSE
20051124	1650	Property Damage	N	FALSE
20051124	1651	Property Damage	N	FALSE
20051125	1040	Property Damage	S	FALSE
20051125	1210	Property Damage	S	TRUE
20051125	1300	Property Damage	S	TRUE
20051125	1300	Visible Injury	N	FALSE
20051125	1315	Property Damage	S	FALSE
20051125	1545	Property Damage	S	FALSE
20051125	1910	Property Damage	S	FALSE
20051126	0210	Severe Injury	S	FALSE
20051126	0445	Visible Injury	S	FALSE
20051126	1000	Property Damage	N	FALSE
20051126	1001	Property Damage	N	FALSE
20051126	2325	Visible Injury	S	FALSE
20051127	0345	Visible Injury	S	FALSE
20051127	0530	Property Damage	N	FALSE
20051127	0605	Property Damage	N	FALSE
20051127	1220	Property Damage	S	FALSE
20051127	1705	Complaint of Pain	S	FALSE
20051127	1707	Property Damage	S	FALSE
20051127	1708	Property Damage	S	FALSE
20051128	0911	Property Damage	N	FALSE
20051128	1015	Property Damage	N	TRUE
20051128	1315	Property Damage	S	FALSE
20051128	1615	Property Damage	S	FALSE
20051128	1705	Property Damage	N	FALSE
20051128	1730	Property Damage	N	TRUE
20051129	0135	Property Damage	N	TRUE
20051129	1230	Property Damage	S	TRUE
20051129	1240	Property Damage	N	TRUE
20051129	1520	Property Damage	S	FALSE
20051129	1635	Property Damage	N	TRUE
20051129	1710	Property Damage	N	FALSE
20051129	1930	Property Damage	S	TRUE
20051130	0612	Visible Injury	N	FALSE
20051130	0740	Property Damage	S	FALSE
20051130	1830	Property Damage	S	TRUE
20051201	1405	Property Damage	S	FALSE
20051201	1510	Property Damage	N	FALSE
20051201	1715	Property Damage	N	FALSE
20051201	2205	Property Damage	N	TRUE
20051202	0700	Property Damage	N	FALSE
20051202	0927	Property Damage	N	TRUE
20051202	1520	Property Damage	N	TRUE
20051202	1743	Property Damage	S	FALSE
20051202	2015	Complaint of Pain	S	FALSE
20051202	2140	Complaint of Pain	S	FALSE
20051202	2242	Property Damage	N	FALSE
20051203	0346	Property Damage	N	FALSE
20051204	0010	Property Damage	S	FALSE
20051204	1030	Property Damage	S	TRUE
20051205	0630	Property Damage	N	TRUE
20051205	0835	Property Damage	N	TRUE
20051205	1020	Property Damage	N	FALSE
20051205	1758	Property Damage	N	FALSE
20051205	1800	Property Damage	N	TRUE
20051205	2135	Property Damage	S	FALSE
20051206	0600	Property Damage	N	FALSE
20051206	1035	Property Damage	S	FALSE
20051206	1610	Property Damage	S	FALSE
20051206	1715	Property Damage	N	FALSE
20051206	1820	Property Damage	S	TRUE
20051206	1830	Property Damage	S	TRUE
20051207	0826	Visible Injury	N	FALSE
20051207	1300	Complaint of Pain	N	FALSE
20051207	1525	Property Damage	S	TRUE
20051207	1600	Property Damage	S	FALSE
20051207	1730	Property Damage	S	TRUE
20051208	0005	Property Damage	N	FALSE
20051208	0520	Property Damage	S	FALSE
20051208	0640	Property Damage	N	FALSE
20051208	1155	Property Damage	S	FALSE
20051208	1228	Property Damage	S	FALSE
20051208	1510	Property Damage	N	TRUE
20051209	0132	Severe Injury	N	TRUE
20051209	0550	Property Damage	S	FALSE
20051209	0720	Property Damage	N	FALSE
20051209	0726	Property Damage	N	FALSE
20051209	0746	Visible Injury	S	FALSE
20051209	1237	Complaint of Pain	S	TRUE
20051209	1330	Visible Injury	N	FALSE
20051209	1330	Property Damage	S	TRUE
20051209	1400	Property Damage	N	TRUE
20051209	1415	Property Damage	S	TRUE
20051209	1730	Property Damage	S	TRUE
20051210	0830	Property Damage	S	FALSE
20051211	1040	Visible Injury	S	FALSE
20051211	1105	Property Damage	S	FALSE
20051211	1605	Property Damage	N	FALSE
20051211	1720	Complaint of Pain	N	FALSE
20051212	0440	Visible Injury	N	FALSE
20051212	0600	Property Damage	N	FALSE
20051212	0744	Property Damage	S	FALSE
20051212	0800	Property Damage	N	FALSE
20051212	1230	Property Damage	S	FALSE
20051212	1350	Complaint of Pain	S	TRUE
20051212	1415	Complaint of Pain	N	TRUE
20051212	1510	Property Damage	S	FALSE
20051212	1540	Property Damage	S	FALSE
20051212	1624	Property Damage	N	TRUE
20051212	1710	Property Damage	S	FALSE
20051212	1730	Property Damage	N	TRUE
20051212	1825	Property Damage	S	TRUE
20051213	1421	Complaint of Pain	N	FALSE
20051213	1433	Property Damage	N	FALSE
20051213	1510	Property Damage	S	TRUE
20051213	1800	Visible Injury	N	TRUE
20051213	1850	Property Damage	N	FALSE
20051213	1850	Complaint of Pain	S	FALSE
20051214	0854	Property Damage	N	FALSE
20051214	1455	Complaint of Pain	S	FALSE
20051214	1550	Property Damage	S	FALSE
20051214	1600	Property Damage	N	TRUE
20051214	1745	Property Damage	N	FALSE
20051214	1805	Property Damage	N	TRUE
20051215	0630	Property Damage	N	FALSE
20051215	0855	Property Damage	S	FALSE
20051215	1100	Property Damage	N	FALSE
20051215	1130	Property Damage	S	TRUE
20051215	1730	Property Damage	N	FALSE
20051215	1830	Property Damage	S	FALSE
20051215	2150	Property Damage	N	FALSE
20051216	0815	Property Damage	S	TRUE
20051216	0840	Property Damage	S	FALSE
20051216	1200	Complaint of Pain	N	FALSE
20051216	1215	Property Damage	N	TRUE
20051216	1250	Property Damage	N	FALSE
20051216	1344	Complaint of Pain	N	TRUE
20051216	1620	Property Damage	S	FALSE
20051216	1825	Property Damage	N	FALSE
20051216	1925	Property Damage	S	FALSE
20051217	0230	Property Damage	S	FALSE
20051217	0712	Visible Injury	S	TRUE
20051217	1000	Property Damage	S	FALSE
20051217	1250	Property Damage	S	FALSE
20051217	1431	Property Damage	S	FALSE
20051217	1815	Visible Injury	S	FALSE
20051217	1910	Property Damage	N	FALSE
20051217	2145	Property Damage	N	FALSE
20051218	0330	Fatal	S	FALSE
20051218	1610	Fatal	N	FALSE
20051218	1810	Complaint of Pain	N	FALSE
20051219	1225	Property Damage	S	FALSE
20051219	1249	Property Damage	N	FALSE
20051219	1304	Property Damage	N	TRUE
20051220	0830	Complaint of Pain	N	FALSE
20051221	0620	Property Damage	N	FALSE
20051221	0905	Visible Injury	S	FALSE
20051221	0955	Complaint of Pain	S	TRUE
20051221	1100	Property Damage	S	FALSE
20051221	1225	Property Damage	N	TRUE
20051221	1355	Property Damage	S	TRUE
20051221	1630	Property Damage	N	TRUE
20051221	1735	Property Damage	N	TRUE
20051221	1750	Property Damage	N	TRUE
20051222	0230	Property Damage	S	FALSE
20051222	0255	Property Damage	N	FALSE
20051222	0706	Property Damage	S	FALSE
20051222	0915	Property Damage	N	FALSE
20051222	1445	Property Damage	S	FALSE
20051222	1455	Property Damage	S	FALSE
20051222	1500	Property Damage	S	FALSE
20051222	1515	Property Damage	S	FALSE
20051222	1600	Complaint of Pain	S	FALSE
20051222	2130	Fatal	S	FALSE
20051222	2319	Property Damage	N	FALSE
20051223	0220	Property Damage	N	FALSE
20051223	0300	Property Damage	S	TRUE
20051223	0500	Property Damage	N	FALSE
20051223	0525	Property Damage	S	FALSE
20051223	1915	Property Damage	S	FALSE
20051223	2025	Property Damage	N	FALSE
20051224	0224	Visible Injury	N	FALSE
20051224	0230	Property Damage	S	FALSE
20051224	1127	Property Damage	S	FALSE
20051225	0205	Property Damage	N	FALSE
20051225	0206	Property Damage	N	FALSE
20051226	1000	Property Damage	N	FALSE
20051226	2120	Property Damage	S	FALSE
20051226	2146	Visible Injury	S	FALSE
20051227	1800	Property Damage	S	FALSE
20051228	1500	Property Damage	N	FALSE
20051228	1715	Property Damage	N	FALSE
20051228	2120	Property Damage	S	FALSE
20051229	0105	Property Damage	N	FALSE
20051229	1100	Property Damage	N	FALSE
20051229	1130	Fatal	S	FALSE
20051229	1145	Property Damage	S	TRUE
20051229	1150	Property Damage	S	FALSE
20051229	1355	Property Damage	S	FALSE
20051229	1440	Property Damage	S	FALSE
20051229	1530	Property Damage	S	FALSE
20051230	0150	Complaint of Pain	S	FALSE
20051230	1748	Complaint of Pain	S	FALSE
20051230	2001	Property Damage	N	FALSE
20051230	2215	Visible Injury	N	FALSE
20051230	2220	Visible Injury	S	FALSE
20051231	1340	Property Damage	S	FALSE
20051231	1350	Property Damage	S	FALSE
20051231	1351	Property Damage	S	TRUE
20051231	1405	Complaint of Pain	S	FALSE
20051231	1405	Visible Injury	N	FALSE
20051231	1440	Property Damage	N	FALSE
20051231	1450	Complaint of Pain	N	FALSE
20051231	1530	Property Damage	S	FALSE
20051231	1745	Complaint of Pain	N	FALSE
20060101	0045	Property Damage	S	FALSE
20060101	0255	Property Damage	S	FALSE
20060101	0319	Property Damage	S	FALSE
20060101	0320	Property Damage	S	FALSE
20060101	0321	Complaint of Pain	S	FALSE
20060101	0700	Property Damage	N	FALSE
20060101	1600	Property Damage	N	FALSE
20060101	2252	Property Damage	S	FALSE
20060102	0750	Property Damage	N	FALSE
20060102	0819	Property Damage	S	FALSE
20060102	0845	Property Damage	N	FALSE
20060102	0930	Property Damage	N	FALSE
20060102	0940	Property Damage	N	FALSE
20060102	1000	Property Damage	N	FALSE
20060102	1005	Complaint of Pain	N	FALSE
20060102	1040	Property Damage	N	TRUE
20060102	1315	Property Damage	N	FALSE
20060102	1350	Property Damage	S	FALSE
20060102	1640	Property Damage	N	FALSE
20060103	0315	Visible Injury	N	FALSE
20060103	0418	Complaint of Pain	S	FALSE
20060103	1400	Property Damage	N	FALSE
20060103	1420	Property Damage	S	FALSE
20060103	1510	Property Damage	S	TRUE
20060103	1515	Property Damage	N	TRUE
20060103	1545	Property Damage	N	FALSE
20060103	1845	Property Damage	S	FALSE
20060103	2105	Property Damage	N	FALSE
20060104	0815	Property Damage	S	FALSE
20060104	1320	Property Damage	S	FALSE
20060104	1345	Property Damage	N	FALSE
20060104	1600	Property Damage	N	FALSE
20060104	1800	Complaint of Pain	N	FALSE
20060104	2240	Property Damage	S	FALSE
20060105	0550	Property Damage	S	TRUE
20060105	0735	Property Damage	S	FALSE
20060105	0810	Property Damage	N	FALSE
20060105	0826	Complaint of Pain	N	TRUE
20060105	0900	Property Damage	S	FALSE
20060105	1030	Property Damage	S	TRUE
20060105	2223	Fatal	S	TRUE
20060106	0330	Property Damage	S	FALSE
20060106	0650	Property Damage	S	FALSE
20060106	1330	Property Damage	N	TRUE
20060106	1430	Property Damage	N	TRUE
20060106	1525	Property Damage	N	FALSE
20060106	1630	Property Damage	S	FALSE
20060107	0220	Property Damage	N	FALSE
20060107	0740	Property Damage	N	TRUE
20060107	1130	Property Damage	N	TRUE
20060108	0159	Complaint of Pain	N	FALSE
20060108	1010	Property Damage	S	FALSE
20060109	1430	Severe Injury	N	TRUE
20060109	1545	Complaint of Pain	N	FALSE
20060109	1635	Complaint of Pain	S	FALSE
20060109	1715	Complaint of Pain	N	TRUE
20060109	2015	Property Damage	S	FALSE
20060110	0750	Complaint of Pain	S	FALSE
20060110	0800	Property Damage	S	TRUE
20060110	0855	Visible Injury	N	FALSE
20060110	0930	Complaint of Pain	N	FALSE
20060110	1000	Property Damage	S	TRUE
20060110	1355	Property Damage	S	FALSE
20060110	1440	Complaint of Pain	N	FALSE
20060110	1505	Severe Injury	S	TRUE
20060110	1528	Property Damage	S	TRUE
20060110	1740	Complaint of Pain	N	FALSE
20060111	0035	Severe Injury	N	FALSE
20060111	0320	Property Damage	S	FALSE
20060111	0510	Property Damage	S	TRUE
20060111	1730	Property Damage	N	FALSE
20060111	2200	Property Damage	N	FALSE
20060111	2210	Property Damage	S	TRUE
20060111	2300	Property Damage	S	FALSE
20060112	0520	Complaint of Pain	S	FALSE
20060112	1445	Property Damage	N	TRUE
20060112	1730	Property Damage	S	FALSE
20060113	1445	Property Damage	N	FALSE
20060113	1555	Property Damage	N	FALSE
20060113	1640	Complaint of Pain	S	FALSE
20060113	1645	Property Damage	N	FALSE
20060113	1646	Property Damage	N	FALSE
20060113	1649	Severe Injury	S	FALSE
20060114	0050	Property Damage	S	FALSE
20060114	0325	Property Damage	S	FALSE
20060114	0630	Property Damage	N	TRUE
20060114	1110	Property Damage	S	FALSE
20060114	1110	Property Damage	S	FALSE
20060114	2130	Visible Injury	N	FALSE
20060114	2135	Visible Injury	N	FALSE
20060115	0150	Property Damage	S	FALSE
20060115	1043	Complaint of Pain	S	FALSE
20060115	1450	Property Damage	N	FALSE
20060115	1500	Property Damage	N	FALSE
20060115	1650	Visible Injury	S	FALSE
20060115	1940	Visible Injury	N	FALSE
20060115	2020	Property Damage	S	FALSE
20060115	2022	Severe Injury	S	FALSE
20060116	1350	Complaint of Pain	N	FALSE
20060116	1350	Visible Injury	S	TRUE
20060116	1530	Property Damage	N	FALSE
20060116	1545	Property Damage	N	TRUE
20060116	1614	Property Damage	S	FALSE
20060116	2005	Property Damage	S	FALSE
20060117	0940	Property Damage	N	FALSE
20060117	1420	Property Damage	N	TRUE
20060117	1855	Property Damage	N	FALSE
20060117	2315	Complaint of Pain	S	FALSE
20060118	0805	Property Damage	S	FALSE
20060118	1804	Property Damage	S	TRUE
20060118	2245	Property Damage	S	FALSE
20060119	0111	Fatal	N	TRUE
20060119	2053	Property Damage	S	FALSE
20060119	2225	Property Damage	N	FALSE
20060120	0840	Property Damage	N	TRUE
20060120	2328	Property Damage	N	FALSE
20060121	0205	Complaint of Pain	N	FALSE
20060121	0245	Property Damage	N	FALSE
20060121	0357	Property Damage	N	FALSE
20060121	1720	Visible Injury	S	FALSE
20060121	2235	Property Damage	N	FALSE
20060121	2315	Complaint of Pain	N	FALSE
20060122	0216	Property Damage	S	FALSE
20060122	0335	Property Damage	S	FALSE
20060122	1300	Complaint of Pain	N	FALSE
20060122	2100	Property Damage	N	FALSE
20060123	0600	Property Damage	N	FALSE
20060123	0625	Property Damage	N	FALSE
20060123	0800	Property Damage	S	FALSE
20060123	1215	Property Damage	S	FALSE
20060123	1605	Property Damage	S	FALSE
20060123	2125	Property Damage	N	FALSE
20060124	0200	Property Damage	N	FALSE
20060124	0356	Property Damage	S	FALSE
20060124	0749	Property Damage	N	TRUE
20060124	0820	Property Damage	N	FALSE
20060124	0830	Property Damage	S	TRUE
20060124	0900	Property Damage	N	TRUE
20060124	1310	Property Damage	S	TRUE
20060124	1450	Property Damage	N	FALSE
20060124	1608	Property Damage	N	FALSE
20060124	1650	Property Damage	N	TRUE
20060124	1700	Property Damage	S	FALSE
20060125	0409	Property Damage	N	FALSE
20060125	1225	Property Damage	S	FALSE
20060125	1316	Property Damage	N	FALSE
20060125	1430	Property Damage	S	FALSE
20060125	1430	Complaint of Pain	N	FALSE
20060125	1510	Property Damage	N	TRUE
20060125	1540	Property Damage	S	FALSE
20060125	1545	Complaint of Pain	S	FALSE
20060125	1723	Property Damage	S	FALSE
20060125	2104	Property Damage	N	FALSE
20060125	2106	Visible Injury	N	FALSE
20060125	2355	Property Damage	N	FALSE
20060126	0315	Visible Injury	N	FALSE
20060126	0540	Property Damage	N	FALSE
20060126	1440	Complaint of Pain	S	TRUE
20060126	1728	Property Damage	N	FALSE
20060126	1800	Property Damage	S	FALSE
20060126	1900	Property Damage	S	FALSE
20060126	2044	Complaint of Pain	S	FALSE
20060127	0225	Complaint of Pain	N	FALSE
20060127	0750	Property Damage	N	FALSE
20060127	1140	Property Damage	S	TRUE
20060127	1738	Complaint of Pain	N	FALSE
20060127	1933	Complaint of Pain	N	TRUE
20060127	2208	Property Damage	N	TRUE
20060128	0145	Property Damage	N	FALSE
20060128	1615	Property Damage	N	TRUE
20060128	1950	Property Damage	S	FALSE
20060128	2345	Property Damage	N	FALSE
20060129	0040	Severe Injury	S	FALSE
20060129	0042	Complaint of Pain	S	TRUE
20060129	0045	Complaint of Pain	S	FALSE
20060129	0830	Property Damage	S	FALSE
20060129	1750	Property Damage	S	FALSE
20060129	1830	Property Damage	N	FALSE
20060129	2100	Visible Injury	N	FALSE
20060129	2310	Property Damage	S	FALSE
20060130	0656	Property Damage	S	FALSE
20060130	1530	Property Damage	N	TRUE
20060130	1602	Property Damage	S	FALSE
20060130	1715	Property Damage	N	FALSE
20060130	1810	Property Damage	S	FALSE
20060131	0410	Property Damage	N	FALSE
20060131	0610	Property Damage	N	FALSE
20060131	0820	Property Damage	N	FALSE
